iter	Logloss
0	0.4443425857
1	0.3054212012
2	0.2354240039
3	0.1890603792
4	0.136618007
5	0.1046934593
6	0.09194954292
7	0.07562856868
8	0.06304223964
9	0.05461294639
10	0.04873067135
11	0.04023668827
12	0.03524260095
13	0.03125764387
14	0.02787924849
15	0.0252434357
16	0.02319046208
17	0.02191647594
18	0.02048718701
19	0.01874758359
20	0.01741598449
21	0.01604762896
22	0.01495822375
23	0.01397184344
24	0.01300331167
25	0.01230767926
26	0.01162580304
27	0.01114780244
28	0.01069515135
29	0.01013923969
30	0.00974019208
31	0.00932423314
32	0.008995833269
33	0.008681805142
34	0.0084332805
35	0.008129569742
36	0.007832817815
37	0.007515081907
38	0.00730255275
39	0.007114658125
40	0.006865864668
41	0.006641852675
42	0.0064301085
43	0.006274502455
44	0.006122375423
45	0.005939639083
46	0.005773675865
47	0.005616005486
48	0.005504888846
49	0.005358314908
50	0.005246324152
51	0.005135796579
52	0.005018359105
53	0.004917930994
54	0.004829026005
55	0.004721437291
56	0.004616994153
57	0.004522817515
58	0.004438864665
59	0.004361209952
60	0.004279924477
61	0.004179595606
62	0.004104118487
63	0.004025277151
64	0.003950161489
65	0.003885662227
66	0.003806479382
67	0.003740035149
68	0.003681150508
69	0.003623202534
70	0.003566607247
71	0.003513452993
72	0.003460413984
73	0.003397958488
74	0.003355935337
75	0.00330720811
76	0.003257326423
77	0.003204955845
78	0.003158293608
79	0.003119375295
80	0.003071099897
81	0.003036937801
82	0.002996628434
83	0.002959307632
84	0.00291517979
85	0.002876032454
86	0.0028420393
87	0.002808657188
88	0.002769020312
89	0.002728944086
90	0.002695693365
91	0.002662520642
92	0.002626224644
93	0.002596416625
94	0.002564249916
95	0.002532910885
96	0.002499822597
97	0.002473427019
98	0.002443071236
99	0.002421578791
100	0.002394485842
101	0.002368905483
102	0.002343418474
103	0.002312932218
104	0.002288300619
105	0.002260431191
106	0.002236090573
107	0.00221163776
108	0.002185587389
109	0.00216637665
110	0.002143261073
111	0.002123731496
112	0.002102332288
113	0.002084259656
114	0.002063899263
115	0.002040980086
116	0.002021719351
117	0.002002517101
118	0.001984537578
119	0.001965979724
120	0.001943371612
121	0.001925070265
122	0.001907278955
123	0.001887842882
124	0.001872430694
125	0.001853998017
126	0.001837347154
127	0.001821799951
128	0.001807141904
129	0.001791642256
130	0.001776264589
131	0.001776264589
132	0.001759565752
133	0.001744153634
134	0.001729732369
135	0.001717021927
136	0.001703429334
137	0.001688198573
138	0.001688198573
139	0.001674818671
140	0.001660341545
141	0.001646312851
142	0.001646312851
143	0.001631754795
144	0.001619999028
145	0.001605946271
146	0.001592625047
147	0.001592625047
148	0.001592625047
149	0.001579261546
150	0.001567579862
151	0.001555463714
152	0.001543602177
153	0.001543602177
154	0.001531420409
155	0.001531420409
156	0.001519195712
157	0.00150751657
158	0.001496798049
159	0.001496798049
160	0.001496798049
161	0.001484780703
162	0.001484780703
163	0.001474803949
164	0.001474803949
165	0.001474803949
166	0.001463607835
167	0.001463607835
168	0.001463607835
169	0.001463607835
170	0.001452927851
171	0.001452927851
172	0.001442350031
173	0.001442350031
174	0.001442350031
175	0.001442350031
176	0.001442350031
177	0.001442340458
178	0.001442340458
179	0.001442340458
180	0.001442340458
181	0.001442340458
182	0.001442340458
183	0.001442340458
184	0.001442340458
185	0.001442340458
186	0.001442340458
187	0.001442340458
188	0.00143215262
189	0.001422399613
190	0.001410698054
191	0.001410698054
192	0.001400459672
193	0.001400459672
194	0.001390349226
195	0.001390340103
196	0.001390340103
197	0.001390340103
198	0.001390340103
199	0.001390340103
200	0.001390340103
201	0.001390340103
202	0.001390340103
203	0.001390340103
204	0.001390340103
205	0.001390340103
206	0.001390340103
207	0.001390340103
208	0.001380806346
209	0.001380806346
210	0.001380806346
211	0.001380790347
212	0.001380790347
213	0.001380790347
214	0.001380790347
215	0.001380790347
216	0.001380790347
217	0.001380790347
218	0.001380790347
219	0.001380790347
220	0.001380790347
221	0.001380790347
222	0.001380790347
223	0.001371134983
224	0.001371134983
225	0.001371134983
226	0.001371134983
227	0.001371134983
228	0.001371134983
229	0.001371134983
230	0.001371125445
231	0.001371125445
232	0.001371125445
233	0.001371125445
234	0.001371125445
235	0.001371125445
236	0.001371125445
237	0.001371125445
238	0.001371125445
239	0.001371125445
240	0.001371125445
241	0.00136109847
242	0.00136109847
243	0.00136109847
244	0.00136109847
245	0.00136109847
246	0.00136109847
247	0.00136109847
248	0.00136109847
249	0.00136109847
250	0.00136109847
251	0.00136109847
252	0.00136109847
253	0.00136109847
254	0.001352034474
255	0.001352034474
256	0.001352034474
257	0.001352034474
258	0.001352034474
259	0.001342734459
260	0.001342734459
261	0.001342734459
262	0.001342734459
263	0.001342734459
264	0.001342734459
265	0.001342734459
266	0.001342734459
267	0.001342734459
268	0.001342734459
269	0.001342734459
270	0.001342734459
271	0.001342734459
272	0.001342734459
273	0.001342734459
274	0.001342734459
275	0.001332228513
276	0.001332228513
277	0.001332228513
278	0.001332228513
279	0.00132377552
280	0.00132377552
281	0.00132377552
282	0.00132377552
283	0.00132377552
284	0.00132377552
285	0.00132377552
286	0.00132377552
287	0.00132377552
288	0.00132377552
289	0.00132377552
290	0.00132377552
291	0.00132377552
292	0.001323767095
293	0.001323767095
294	0.001323767095
295	0.001323767095
296	0.001323767095
297	0.001323767095
298	0.001323767095
299	0.001315106832
300	0.001315106832
301	0.001315106832
302	0.001315106832
303	0.001315106832
304	0.001315106832
305	0.001315106832
306	0.001315106832
307	0.001315106832
308	0.001315106832
309	0.001315106832
310	0.001315106832
311	0.001315106832
312	0.001315106832
313	0.001315106832
314	0.001315106832
315	0.001315106832
316	0.001315106832
317	0.001315106832
318	0.001306239633
319	0.001306239633
320	0.001306239633
321	0.001306239633
322	0.001306239633
323	0.001306239633
324	0.001306239633
325	0.001306239633
326	0.001306239633
327	0.001306239633
328	0.001306239633
329	0.001306239633
330	0.001306239633
331	0.001306239633
332	0.001306239633
333	0.001306239633
334	0.001306239633
335	0.001306239633
336	0.001306239633
337	0.001306239633
338	0.001306239633
339	0.001306239633
340	0.001306239633
341	0.001306239633
342	0.001306239633
343	0.001306239633
344	0.001306239633
345	0.001306239633
346	0.001306239633
347	0.001306239633
348	0.001306239633
349	0.001306239633
350	0.001306239633
351	0.001306239633
352	0.001306239633
353	0.001306239633
354	0.001306239633
355	0.001306239633
356	0.001306239633
357	0.001306239633
358	0.001306239633
359	0.001306239633
360	0.001306239633
361	0.001306239633
362	0.001306239633
363	0.001306239633
364	0.001306239633
365	0.001306239633
366	0.001306239633
367	0.001306239633
368	0.001306239633
369	0.001306239633
370	0.001306239633
371	0.001306239633
372	0.001306239633
373	0.001306239633
374	0.001306239633
375	0.001306239633
376	0.001306239633
377	0.001306239633
378	0.001306239633
379	0.001306239633
380	0.001306239633
381	0.001306239633
382	0.001306239633
383	0.001306239633
384	0.001306239633
385	0.001306239633
386	0.001306239633
387	0.001306232133
388	0.001306232133
389	0.001306232133
390	0.001306232133
391	0.001306232133
392	0.001306232133
393	0.001306232133
394	0.001306232133
395	0.001306232133
396	0.001306232133
397	0.001306232133
398	0.001306232133
399	0.001306232133
400	0.001306232133
401	0.001306232133
402	0.001306232133
403	0.001306232133
404	0.001306232133
405	0.001306232133
406	0.001306232133
407	0.001306232133
408	0.001306232133
409	0.001306232133
410	0.001306232133
411	0.001306232133
412	0.001306232133
413	0.001306232133
414	0.001306232133
415	0.001306232133
416	0.001306232133
417	0.001306232133
418	0.001306232133
419	0.001306232133
420	0.001306232133
421	0.001306224752
422	0.001306216327
423	0.001306216327
424	0.001306216327
425	0.001306216327
426	0.001306216327
427	0.001306216327
428	0.001306216327
429	0.001306216327
430	0.001306216327
431	0.001306216327
432	0.001306216327
433	0.001306216327
434	0.001306216327
435	0.001306216327
436	0.001306216327
437	0.001306216327
438	0.001306216327
439	0.001306216327
440	0.001306216327
441	0.001306216327
442	0.001306216327
443	0.001306216327
444	0.001306216327
445	0.001306216327
446	0.001306216327
447	0.001306216327
448	0.001306216327
449	0.001306216327
450	0.001306216327
451	0.001306216327
452	0.001306216327
453	0.001297101263
454	0.001297101263
455	0.001288054478
456	0.001288054478
457	0.001288054478
458	0.001288054478
459	0.001288054478
460	0.001288054478
461	0.001288054478
462	0.001288054478
463	0.001288054478
464	0.001288054478
465	0.001288054478
466	0.001288046811
467	0.001288046811
468	0.001288046811
469	0.001288046811
470	0.001288046811
471	0.001288046811
472	0.001288046811
473	0.001288046811
474	0.001288046811
475	0.001288046811
476	0.001288046811
477	0.001288046811
478	0.001288046811
479	0.001288046811
480	0.001288046811
481	0.001288046811
482	0.001288046811
483	0.001288046811
484	0.001288046811
485	0.001288046811
486	0.001288046811
487	0.001288046811
488	0.001288046811
489	0.001288046811
490	0.001288046811
491	0.001288046811
492	0.001288046811
493	0.001288046811
494	0.001288046811
495	0.001288046811
496	0.001288046811
497	0.001288046811
498	0.001288046811
499	0.001288046811
500	0.001288046811
501	0.001288046811
502	0.001288046811
503	0.001288046811
504	0.001288046811
505	0.001288046811
506	0.001288046811
507	0.001288046811
508	0.001288039495
509	0.001288039495
510	0.001288039495
511	0.001288039495
512	0.001288039495
513	0.001288039495
514	0.001288039495
515	0.001288039495
516	0.001288039495
517	0.001288039495
518	0.001288039495
519	0.001288039495
520	0.001288039495
521	0.001288039495
522	0.001288039495
523	0.001288039495
524	0.001288039495
525	0.001288039495
526	0.001288039495
527	0.001288039495
528	0.001288039495
529	0.001288039495
530	0.001288039495
531	0.001288039495
532	0.001288039495
533	0.001288039495
534	0.001288039495
535	0.001288039495
536	0.001288039495
537	0.001288039495
538	0.001288039495
539	0.001288039495
540	0.001288039495
541	0.001288039495
542	0.001288031628
543	0.001288031628
544	0.001288031628
545	0.001288031628
546	0.001288031628
547	0.001288031628
548	0.001288031628
549	0.001288023993
550	0.001288023993
551	0.001288023993
552	0.001288023993
553	0.001288023993
554	0.001288023993
555	0.001288023993
556	0.001288023993
557	0.001288023993
558	0.001288023993
559	0.001288023993
560	0.001288023993
561	0.001288023993
562	0.001288023993
563	0.001288023993
564	0.001288023993
565	0.001288023993
566	0.001288023993
567	0.001288023993
568	0.001288023993
569	0.001288023993
570	0.001288023993
571	0.001288023993
572	0.001288023993
573	0.001288023993
574	0.001288023993
575	0.001288023993
576	0.001288023993
577	0.001288023993
578	0.001288023993
579	0.001288023993
580	0.001288023993
581	0.001288023993
582	0.001288023993
583	0.001288023993
584	0.001288023993
585	0.001288023993
586	0.001288023993
587	0.001288023993
588	0.001279778802
589	0.001279778802
590	0.001279778802
591	0.001279778802
592	0.001279778802
593	0.001279778802
594	0.001279778802
595	0.001279778802
596	0.001279778802
597	0.001279778802
598	0.001279778802
599	0.001279778802
600	0.001279778802
601	0.001279778802
602	0.001279778802
603	0.001279778802
604	0.001279778802
605	0.001279778802
606	0.001279778802
607	0.001279778802
608	0.001279778802
609	0.001279778802
610	0.001279778802
611	0.001279778802
612	0.001279778802
613	0.001279778802
614	0.001279778802
615	0.001279778802
616	0.001279778802
617	0.001279778802
